"","f.Apple","f.Google","f.Starbucks"
"826",8.76,293.928284,12.35
"827",8.777857,294.97934,12.36
"828",8.8775,280.448822,12.55
"829",8.8225,273.350403,12.495
"830",8.876429,276.050293,12.55
"831",9.242857,277.19101,12.595
"832",9.222857,274.96936,12.99
"833",9.571071,272.60321,13.505
"834",9.71,271.467468,13.535
"835",9.545357,263.487396,13.75
"836",9.401786,265.056488,13.325
"837",9.393571,265.689117,13.145
"838",9.618214,264.573303,13.37
"839",9.422857,262.266968,13.01
"840",9.388929,262.276917,13.325
"841",9.036786,249.554611,12.97
"842",9.065357,253.425095,12.995
"843",8.703929,249.051498,12.64
"844",8.9375,256.02536,13.035
"845",8.994286,256.872192,13.35
"846",9.258571,255.063965,13.405
"847",9.400714,257.285645,13.895
"848",9.112857,253.933197,13.63
"849",9.096429,252.443787,13.22
"850",9.177857,254.04776,13.295
"851",8.910714,247.203415,13.165
"852",8.638571,241.629318,12.765
"853",8.315,233.654205,12.27
"854",8.831429,239.467422,12.58
"855",8.548214,233.200912,12.22
"856",8.931429,240.134918,12.395
"857",8.95,241.569534,12.73
"858",9.263929,245.449997,12.995
"859",9.274643,239.317978,12.875
"860",9.447857,242.431305,12.865
"861",9.470714,246.630569,13.27
"862",9.221786,248.926956,13.13
"863",9.224643,248.59819,13.125
"864",9.044286,243.01413,12.79
"865",8.981071,242.700302,13.02
"866",8.744286,239.288086,13.375
"867",8.865357,240.349106,13.385
"868",9.141429,246.316742,13.72
"869",9.13,240.638031,13.825
"870",9.325,247.158585,13.915
"871",9.664286,250.784988,14.005
"872",9.723214,250.316757,13.99
"873",9.9175,249.016632,14.12
"874",9.72,244.035294,14.035
"875",9.806429,242.535919,13.6
"876",9.678571,238.934418,13.55
"877",9.645,237.639267,13.415
"878",9.533214,235.412613,13.535
"879",9.432857,230.854706,12.995
"880",9.168214,226.630539,12.54
"881",9.082143,221.813583,12.215
"882",8.946071,219.985443,12.38
"883",8.964286,221.17099,12.29
"884",8.946071,218.336624,11.83
"885",9.374286,225.928162,12.28
"886",9.174643,235.098785,12.44
"887",9.233214,235.303024,12.635
"888",9.154286,240.224579,12.78
"889",8.906429,244.02533,12.93
"890",8.865357,244.946884,13.04
"891",9.042143,233.684097,13.1
"892",8.924286,229.644241,12.69
"893",8.675,229.654205,12.5
"894",9.4675,241.096313,12.9
"895",9.202857,240.712753,12.395
"896",9.181786,239.48735,12.58
"897",9.285714,243.631805,12.635
"898",9.316786,244.374023,12.795
"899",9.416786,246.545883,12.61
"900",9.311071,242.067673,12.535
"901",9.138929,238.929428,12.225
"902",9.301429,243.582001,12.51
"903",9.321786,244.334183,12.34
"904",9.387143,245.171036,12.42
"905",9.3475,252.000443,12.515
"906",9.277857,251.756348,12.395
"907",9.338571,250.187241,12.695
"908",9.280357,250.237045,12.735
"909",9.121429,247.935669,12.455
"910",8.810357,241.066422,12.155
"911",8.9875,243.586975,12.155
"912",8.842143,240.936905,11.935
"913",8.931429,243.352859,11.965
"914",9.012857,244.304291,12.07
"915",9.03,239.606888,12.165
"916",8.906786,233.111237,12.01
"917",8.9925,229.888321,12.06
"918",8.666786,227.995422,11.65
"919",8.501429,224.15979,11.3
"920",8.766071,227.178482,11.705
"921",8.633929,225.435013,11.69
"922",8.598571,228.717712,11.725
"923",8.6375,224.214584,11.6
"924",8.838214,226.640503,11.59
"925",8.973571,230.555817,11.83
"926",9.110357,234.381485,12.49
"927",9.165714,231.382721,12.445
"928",9.277857,231.726425,12.445
"929",9.465714,238.022827,12.485
"930",9.399643,238.615616,12.47
"931",9.493571,239.552094,12.775
"932",9.5075,240.105026,12.85
"933",9.5775,239.078873,12.795
"934",9.651429,239.078873,12.815
"935",9.9175,240.971786,12.925
"936",9.86,245.330444,12.805
"937",10.137857,253.888367,13.105
"938",10.096786,255.472427,13.12
"939",10.226071,256.344147,12.825
"940",10.432143,259.895844,12.925
"941",10.499286,263.437561,13.015
"942",10.420357,265.743927,13.185
"943",10.258214,262.939453,13.09
"944",10.321429,263.59198,12.965
"945",10.219643,264.010437,12.945
"946",10.057143,261.494843,12.9
"947",10.071429,263.203461,13.035
"948",10.3425,268.623138,13.04
"949",10.369286,267.103821,13.055
"950",10.418214,265.390259,13.045
"951",10.526429,268.234589,12.995
"952",10.550357,269.051544,13
"953",10.721429,272.478668,13.615
"954",10.774643,271.073944,13.57
"955",10.98,298.516083,13.8
"956",11.373929,299.153687,13.72
"957",10.835714,303.288208,13.625
"958",11.035714,302.93454,13.54
"959",11.155714,304.61322,13.74
"960",11.038214,304.817474,13.52
"961",11.038929,306.64563,14.275
"962",10.959643,305.405273,14.115
"963",10.9875,306.735291,14.105
"964",10.998214,308.867279,14.225
"965",10.865357,307.382843,14.075
"966",10.793571,306.715363,14.34
"967",10.964286,308.179871,14.445
"968",11.120357,307.597046,14.405
"969",11.266071,311.153717,14.84
"970",11.356786,310.426453,15.285
"971",11.328571,310.844879,15.245
"972",11.466071,313.8237,15.42
"973",11.308571,309.87851,15.05
"974",11.25,308.692932,15.05
"975",11.285714,305.848602,15.355
"976",11.016429,300.413971,15.045
"977",10.918571,295.273254,15.2
"978",10.757143,291.407745,14.87
"979",10.9,293.400269,15.11
"980",10.998929,297.385315,15.23
"981",10.952857,292.638123,15.295
"982",11.0875,292.408966,15.26
"983",11.142857,292.558411,15.36
"984",11.205,294.127533,15.595
"985",11.267857,293.484955,15.325
"986",11.197857,286.087677,15.155
"987",11.259643,280.448822,15.505
"988",11.340357,283.26825,15.93
"989",11.321786,283.661774,16.285
"990",11.38,289.200989,16.305
"991",11.564286,294.531036,16.495001
"992",11.415357,294.87973,16.445
"993",11.504643,295.831146,16.35
"994",11.416071,295.462524,16.209999
"995",11.584643,297.445099,16.365
"996",11.490357,297.430145,15.97
"997",11.428571,295.99057,16.055
"998",11.4675,295.318085,16.25
"999",11.486786,294.396515,16.27
"1000",11.485714,296.214722,16.434999
"1001",11.535714,298.167389,16.525
"1002",11.584286,300.872253,16.5
"1003",11.607143,301.539764,16.395
"1004",11.530357,300.244598,16.325001
"1005",11.639643,299.900909,16.254999
"1006",11.650714,299.875977,16.264999
"1007",11.624286,297.883453,16.195
"1008",11.533929,297.255798,16.205
"1009",11.63,297.126312,16.245001
"1010",11.872857,301.67923,16.625
"1011",11.769643,298.914581,16.129999
"1012",11.954286,304.199799,16.184999
"1013",11.928214,306.805023,16.02
"1014",12.101071,306.252106,16.24
"1015",12.317143,307.70166,16.450001
"1016",12.258929,308.518585,16.290001
"1017",12.327143,307.333038,16.055
"1018",12.353214,307.547241,16.1
"1019",11.768571,311.861053,16.365
"1020",12.441071,319.861084,16.24
"1021",12.015357,314.924591,16.530001
"1022",11.920357,318.595825,16.709999
"1023",11.673929,302.650604,16.58
"1024",12.011786,302.964417,16.639999
"1025",12.248571,309.006775,16.805
"1026",12.277857,307.791321,16.16
"1027",12.291786,308.37912,16.530001
"1028",11.992857,300.673004,15.77
"1029",12.189286,301.116333,15.88
"1030",12.301786,304.359192,16.08
"1031",12.278571,303.60202,16.110001
"1032",12.272857,303.93576,16.16
"1033",12.424643,303.940765,16.25
"1034",12.631429,306.316864,16.120001
"1035",12.685357,307.283234,16.5
"1036",12.763929,305.803772,16.440001
"1037",12.669643,305.748993,16.5
"1038",12.7425,310.506134,16.705
"1039",12.828214,312.488708,16.709999
"1040",12.885714,311.646881,16.645
"1041",12.758929,309.465057,16.73
"1042",12.811071,311.831177,16.719999
"1043",12.219643,308.85733,16.84
"1044",12.098929,304.025452,16.375
"1045",12.286429,304.553467,15.9
"1046",12.330714,304.787567,16.045
"1047",12.544286,303.861053,16.4
"1048",12.695357,307.736542,16.615
"1049",12.498571,298.78009,16.145
"1050",12.756786,302.0578,16.245001
"1051",12.859643,303.029175,16.450001
"1052",12.907143,299.153687,17
"1053",12.675357,295.357941,16.860001
"1054",12.6675,294.396515,16.975
"1055",12.468571,291.626923,18.540001
"1056",12.333214,288.030396,18.65
"1057",12.613571,285.330505,18.155001
"1058",12.217857,277.709076,17.370001
"1059",12.214286,282.944458,17.445
"1060",12.029643,281.186035,17.795
"1061",12.040357,281.265747,17.77
"1062",11.999643,284.045319,17.725
"1063",12.234286,287.557159,17.625
"1064",12.117143,286.521057,17.475
"1065",12.208929,291.621918,18.415001
"1066",12.431071,292.344208,18.885
"1067",12.6125,289.948212,18.49
"1068",12.416429,286.92453,18.325001
"1069",12.522857,291.098877,18.584999
"1070",12.37,290.411469,18.32
"1071",12.539643,293.280701,18.625
"1072",12.296786,295.392792,18.684999
"1073",12.035357,289.455048,18.305
"1074",12.186429,285.021667,18.32
"1075",12.075,286.790039,18.084999
"1076",12.14,291.352936,18.014999
"1077",11.930714,287.02417,17.940001
"1078",11.803214,286.426392,17.615
"1079",11.965,286.68045,17.965
"1080",11.957143,286.521057,17.715
"1081",11.903571,271.626862,17.995001
"1082",11.646429,262.227112,17.91
"1083",11.896429,263.985504,17.91
"1084",12.268214,261.968079,18.275
"1085",12.678571,262.760101,18.355
"1086",12.512143,261.644287,18.51
"1087",12.629286,262.276917,18.559999
"1088",12.58,267.995483,18.4
"1089",12.363929,268.02536,18.25
"1090",12.385,268.99176,18.424999
"1091",12.490714,271.831116,18.24
"1092",12.428214,267.562103,18.25
"1093",12.437857,266.585785,18.155001
"1094",12.442857,265.933228,18.200001
"1095",12.488929,268.070221,18.485001
"1096",12.423571,266.501099,18.254999
"1097",12.460357,268.99176,18.174999
"1098",12.465,269.061493,18.08
"1099",12.361429,266.620636,17.870001
"1100",12.345,266.306824,18.219999
"1101",12.114286,262.172302,17.99
"1102",11.857143,256.752625,17.49
"1103",12.016786,263.781281,17.735001
"1104",12.217143,265.370331,18.325001
"1105",12.127143,264.907074,18.495001
"1106",11.784643,257.335449,18
"1107",11.982143,259.213409,18.17
"1108",11.908214,257.699066,18.165001
"1109",11.998929,257.883392,17.950001
"1110",11.957143,258.271942,18.184999
"1111",12.182143,261.519745,18.379999
"1112",12.459643,263.034088,18.27
"1113",12.375,262.799957,18.01
"1114",12.256429,260.02536,17.700001
"1115",12.346429,260.79248,17.809999
"1116",12.0775,260.468689,18
"1117",11.849286,257.300568,17.91
"1118",11.901786,259.029083,17.879999
"1119",11.805357,256.080139,17.700001
"1120",11.685714,254.04776,17.57
"1121",11.785714,253.126221,17.565001
"1122",11.776786,251.572052,17.395
"1123",11.675,250.466187,17.379999
"1124",11.749643,252.144897,17.780001
"1125",11.334286,241.594452,17.674999
"1126",11.31,242.685349,18.004999
"1127",11.612857,244.807404,18.299999
"1128",11.390714,240.16481,18.434999
"1129",11.834643,239.442505,18.834999
"1130",11.699643,236.11499,18.610001
"1131",11.916071,241.106277,19
"1132",12.001429,247.342896,19.615
"1133",11.953571,250.057724,19.844999
"1134",11.998214,252.423859,19.809999
"1135",12.25,261.669189,20.084999
"1136",12.4625,265.753876,20.415001
"1137",12.666786,269.489899,19.950001
"1138",12.619286,265.479919,19.93
"1139",12.726429,263.103821,19.99
"1140",12.626071,263.093872,19.895
"1141",12.7975,267.497345,19.905001
"1142",12.893214,268.553406,19.775
"1143",12.898929,297.634399,19.575001
"1144",13.051071,295.138733,19.76
"1145",13.5,296.95694,19.905001
"1146",14.147143,299.965668,20.105
"1147",13.819643,295.905884,20.02
"1148",13.868571,301.564667,20.254999
"1149",13.941071,305.53479,20.059999
"1150",14.285714,307.871033,20.245001
"1151",14.306786,307.437653,20.299999
"1152",13.986429,301.465027,19.940001
"1153",13.844286,300.986816,19.945
"1154",14.206429,304.468781,20.219999
"1155",14.201786,301.86853,19.705
"1156",13.963571,296.025421,19.305
"1157",13.9075,296.139984,19.375
"1158",13.587143,290.182312,18.59
"1159",12.9175,280.438843,18.075001
"1160",12.903571,279.452545,17.174999
"1161",13.255357,279.641846,17.66
"1162",13.232857,275.875946,17.52
"1163",13.5025,283.686676,18.584999
"1164",13.558214,275.681671,18.76
"1165",13.625714,275.183533,19.055
"1166",13.653929,269.006683,19.5
"1167",13.244286,260.757629,18.645
"1168",12.934643,248.737671,17.379999
"1169",13.018214,251.058975,18
"1170",12.867857,250.809906,17.59
"1171",13.338214,258.695343,18.290001
"1172",13.038571,264.199707,18.684999
"1173",13.256071,259.024109,18.16
"1174",13.863571,266.281921,18.9
"1175",13.866071,268.090118,18.975
"1176",13.948929,271.352905,19.315001
"1177",13.779286,269.365356,19.42
"1178",13.383571,261.255737,18.84
"1179",13.120357,254.446274,18.26
"1180",13.77,264.234589,19.094999
"1181",13.657143,265.90332,19.49
"1182",13.711786,264.707825,19.309999
"1183",13.321429,258.012909,18.344999
"1184",13.647857,265.006683,18.855
"1185",13.822143,265.300598,19.25
"1186",13.979643,266.750153,19.5
"1187",14.126429,271.382782,19.610001
"1188",14.178571,269.166107,19.440001
"1189",14.830357,273.674194,20.549999
"1190",14.987143,272.822388,20.5
"1191",14.3225,262.142426,19.495001
"1192",14.295714,257.315521,19.115
"1193",14.280714,262.640564,19.445
"1194",14.5975,268.095123,20.07
"1195",14.2925,269.738953,20
"1196",14.354286,267.019135,20.105
"1197",13.825714,259.133698,18.82
"1198",13.584643,253.973053,18.424999
"1199",13.3775,244.100052,17.780001
"1200",13.137857,247.24826,18.719999
"1201",13.333214,252.802429,19.065001
"1202",13.420714,257.450012,19.344999
"1203",13.538929,261.609436,19.91
"1204",14.020357,265.733978,20.285
"1205",14.547857,273.041565,20.785
"1206",14.463571,273.988037,20.6
"1207",14.886786,298.615723,20.754999
"1208",15.062143,290.770111,20.98
"1209",15.062857,289.011719,20.629999
"1210",14.333929,292.573364,21
"1211",14.285714,289.863525,20.455
"1212",14.217857,293.654297,20.780001
"1213",14.149286,292.264526,21.105
"1214",14.465357,295.442596,21.215
"1215",14.348571,293.674225,20.865
"1216",14.555714,298.092682,21.235001
"1217",14.392857,296.149963,21.485001
"1218",14.372143,296.433899,21.135
"1219",14.193214,288.966888,20.665001
"1220",14.288929,291.35791,20.875
"1221",14.2525,292.403992,20.76
"1222",14.358214,295.641876,21.459999
"1223",14.2825,295.552185,21.975
"1224",14.364643,303.362915,22.190001
"1225",14.1775,301.00177,21.684999
"1226",14.179643,301.833649,21.6
"1227",13.8075,299.527313,21.945
"1228",13.697143,302.864777,22.025
"1229",13.6,305.255829,21.67
"1230",13.901786,304.897156,21.74
"1231",13.713571,303.885956,21.385
"1232",13.532857,299.875977,21.014999
"1233",13.228571,292.782593,20.605
"1234",13.250714,288.917053,20.775
"1235",13.375357,286.600739,20.98
"1236",13.157857,281.539734,20.525
"1237",13.298214,288.603241,20.895
"1238",13.422857,292.842346,21.01
"1239",13.6175,297.858551,21.610001
"1240",13.662143,298.87973,21.6
"1241",13.9225,307.372894,21.975
"1242",14.053214,312.648132,22.125
"1243",14.018214,310.331787,22.145
"1244",13.926071,309.67926,21.77
"1245",13.980357,309.360443,21.725
"1246",14.030357,307.84613,21.549999
"1247",13.988571,309.77887,21.745001
"1248",14.035714,313.206024,22.275
"1249",13.810714,309.763916,21.695
"1250",13.690357,310.097687,21.68
"1251",13.584286,310.994324,21.855
"1252",13.659643,312.832428,21.93
"1253",13.848571,312.827454,22.065001
"1254",14.1675,313.828705,22.504999
"1255",14.178571,312.802551,22.6
"1256",14.274643,314.819977,22.545
"1257",14.396429,314.844879,22.700001
"1258",14.531786,320.174896,23.16
"1259",14.407143,319.547272,23.040001
"1260",14.411071,319.811279,23.24
"1261",14.621429,325.250885,23.424999
"1262",14.642857,331.273315,22.705
"1263",14.819643,329.828735,23.094999
"1264",14.991786,328.344299,23.190001
"1265",15.196429,322.042908,23.365
"1266",15.211071,313.699188,23.525
"1267",15.095714,310.585846,23.32
"1268",15.081429,314.431427,23.665001
"1269",14.989286,311.960693,23.75
"1270",15.15,314.810028,23.969999
"1271",15.248571,312.144989,23.93
"1272",15.3625,319.298187,23.99
"1273",15.2675,294.162415,23.969999
"1274",15.095357,291.905853,24.075001
"1275",15.182143,292.065277,23.629999
"1276",16.23,287.676727,24.045
"1277",16.012857,284.922028,24.030001
"1278",15.869286,284.32428,23.945
"1279",15.918214,287.945709,23.684999
"1280",16.27107,290.411469,24.27
"1281",16.371786,291.377838,24.17
"1282",16.282143,291.342987,24.115
"1283",16.332144,294.227173,23.985001
"1284",16.370714,296.394043,24.059999
"1285",16.616072,302.441376,24.125
"1286",16.803572,303.183594,24.235001
"1287",17.17,304.867279,24.43
"1288",17.534286,302.805023,24.4
"1289",17.840357,304.110107,24.525
"1290",18.023571,304.628174,24.485001
"1291",18.366428,305.320587,24.525
"1292",17.553572,300.284454,24.18
"1293",17.968214,301.355438,24.334999
"1294",18.102858,300.807495,24.209999
"1295",18.324286,304.837402,24.145
"1296",18.395714,302.366669,24.17
"1297",18.559643,302.541016,24.200001
"1298",18.618214,302.162415,24.065001
"1299",18.855715,303.861053,24.115
"1300",19.341429,308.144989,24.43
"1301",19.577499,309.96817,24.344999
"1302",19.437143,309.838654,24.379999
"1303",19.479286,309.05658,24.344999
"1304",18.702143,302.889709,24.27
"1305",19.171429,303.387817,24.215
"1306",19.096071,303.880981,24.825001
"1307",19.436071,302.839874,25.875
"1308",19.606428,298.87973,25.98
"1309",19.912144,303.238373,25.620001
"1310",20.644644,306.351715,26
"1311",21.414642,307.148743,26.424999
"1312",20.882856,309.285736,26.625
"1313",21.370358,310.396545,26.514999
"1314",21.411072,314.281982,26.76
"1315",21.526428,316.120117,26.965
"1316",21.349285,318.057831,26.84
"1317",21.446072,322.092712,27.745001
"1318",21.42107,321.295715,27.76
"1319",21.649286,322.306915,27.985001
"1320",22.084999,324.797577,28.110001
"1321",21.885,325.499939,27.799999
"1322",21.741785,324.658112,28.1
"1323",21.493929,319.188599,28.014999
"1324",22.40357,321.499939,28.344999
"1325",22.298214,318.032928,28.629999
"1326",22.392143,314.939514,28.559999
"1327",22.361786,313.066559,28.635
"1328",22.854643,315.577148,28.879999
"1329",22.72143,315.8013,28.68
"1330",22.321428,319.975647,29.719999
"1331",22.289642,322.565948,30.139999
"1332",21.787857,310.336792,30.965
"1333",20.67643,303.143738,29.969999
"1334",21.918571,302.889709,29.5
"1335",21.436428,301.714111,30.200001
"1336",21.120714,300.996796,29.535
"1337",20.378929,295.342987,29.34
"1338",20.093214,298.003021,29.485001
"1339",21.987143,300.872253,29.355
"1340",21.938213,304.314362,29.924999
"1341",21.609644,306.361694,29.135
"1342",21.35,305.350464,28.715
"1343",20.889286,300.767639,28.754999
"1344",20.722857,299.477478,28.764999
"1345",21.089287,303.671753,28.77
"1346",20.610001,301.828674,28.014999
"1347",20.053572,296.389069,27.6
"1348",20.342142,301.634399,27.504999
"1349",20.132143,302.276978,26.855
"1350",20.520714,305.335541,27.355
"1351",20.178572,304.0354,27.295
"1352",20.091785,299.26828,27.254999
"1353",20.051786,301.544739,26.9
"1354",19.7875,307.826202,26.795
"1355",19.475357,315.731567,26.594999
"1356",19.07,311.382874,26.01
"1357",19.089287,299.133759,25.855
"1358",20.34107,305.574646,26.905001
"1359",19.910713,299.70166,26.98
"1360",20.566786,303.442627,27.91
"1361",20.163929,299.377869,27.434999
"1362",20.389286,296.792542,27.495001
"1363",20.328571,292.981842,27.43
"1364",20.740713,293.260773,27.415001
"1365",20.327143,284.827393,26.555
"1366",20.053572,284.045319,26
"1367",20.045357,286.650574,26.174999
"1368",20.2775,287.163635,26.545
"1369",20.6175,292.702881,27.035
"1370",20.414286,286.849823,26.42
"1371",20.99,291.014221,27.075001
"1372",20.51643,283.821167,26.5
"1373",20.518572,279.811188,26.42
"1374",20.401428,279.60199,25.715
"1375",20.392857,279.123779,25.885
"1376",20.39143,280.259521,26.17
"1377",20.835714,285.72403,27.355
"1378",21.0075,288.822418,27.65
"1379",20.908571,288.837372,27.91
"1380",20.68,282.939484,27.135
"1381",20.617857,282.605713,27.08
"1382",20.404642,280.329254,26.635
"1383",20.535713,282.790039,26.940001
"1384",20.416786,281.893402,26.264999
"1385",20.642857,286.406464,26.594999
"1386",20.883215,289.823669,26.719999
"1387",21.245714,288.922058,26.235001
"1388",21.44857,293.280701,26.02
"1389",21.681786,295.118835,26.075001
"1390",21.617857,291.382813,25.885
"1391",22.070356,293.993042,26.375
"1392",21.647142,287.073975,26.09
"1393",21.437143,282.501129,25.799999
"1394",21.53393,285.006714,26.215
"1395",21.611429,287.108856,26.73
"1396",21.813929,288.13501,26.645
"1397",21.663929,287.41272,26.415001
"1398",21.831429,291.975616,26.665001
"1399",21.893929,303.243378,26.66
"1400",21.228571,299.118835,25.565001
"1401",21.692142,306.351715,25.264999
"1402",20.51643,303.0242,25.25
"1403",20.705713,306.351715,25.855
"1404",20.536072,308.289459,23.450001
"1405",21.104286,316.837402,23.725
"1406",21.543928,312.95697,23.485001
"1407",21.996786,317.460083,22.735001
"1408",21.530001,311.587097,21.799999
"1409",21.915358,318.805054,21.915001
"1410",22.04607,318.610779,22.094999
"1411",22.241785,319.696686,21.905001
"1412",22.121071,318.331818,22.639999
"1413",22.066071,321.051605,22.795
"1414",22.096786,318.102661,22.625
"1415",22.263929,322.50119,22.870001
"1416",22.566786,328.394104,23.25
"1417",22.546429,333.888489,23.375
"1418",22.543215,332.508667,24.07
"1419",22.857143,335.801331,24.305
"1420",23.214643,336.48877,24.125
"1421",23.957857,335.298218,24.16
"1422",23.372143,332.443909,24.025
"1423",23.789642,335.876068,24.07
"1424",23.553928,336.538574,23.844999
"1425",24.285357,330.257111,24.5
"1426",24.106428,331.258362,24.469999
"1427",24.116072,337.420258,24.719999
"1428",23.951429,340.842438,24.725
"1429",23.830357,340.7229,25.01
"1430",23.777143,340.996857,24.725
"1431",24.127501,338.730347,24.785
"1432",24.041786,341.699219,25.129999
"1433",24.21607,348.693024,25.485001
"1434",24.301786,353.554779,25.59
"1435",23.753929,347.676819,25.5
"1436",23.816071,343.417786,25.495001
"1437",24.191786,345.250916,25.584999
"1438",24.64143,353.475098,25.924999
"1439",24.976786,352.73288,24.975
"1440",24.995714,352.568481,24.780001
"1441",25.009287,357.410339,24.67
"1442",24.969999,360.882324,24.905001
"1443",25.086071,364.737885,25.745001
"1444",24.530714,364.135132,25.450001
"1445",24.580713,375.118958,25.655001
"1446",23.883572,373.524933,25.27
"1447",23.724644,378.556091,25.165001
"1448",24.241072,375.666901,25.280001
"1449",23.969999,378.107758,25.465
"1450",23.63607,381.171265,25.219999
"1451",23.745001,376.448975,24.825001
"1452",23.973213,379.950836,24.945
"1453",23.757143,383.915985,24.735001
"1454",23.102858,379.079132,24.33
"1455",22.808929,378.416595,24.34
"1456",22.847857,369.544861,23.870001
"1457",23.089287,375.04425,23.6
"1458",22.484285,374.52121,23.76
"1459",22.583929,369.584717,23.735001
"1460",22.691786,368.683075,24.014999
"1461",23.173929,370.585968,24.395
"1462",22.842501,376.359314,24.215
"1463",22.5375,351.472595,23.465
"1464",21.872143,339.233459,22.865
"1465",22.535713,334.750275,22.48
"1466",22.194286,342.117645,22.65
"1467",22.142857,338.730347,23.040001
"1468",21.765356,336.986877,23.025
"1469",21.245714,338.660614,22.934999
"1470",21.365,338.481293,22.870001
"1471",21.281786,346.097748,25.26
"1472",20.84,340.971954,25.4
"1473",21.079643,341.460114,25.545
"1474",20.494286,336.239685,25.620001
"1475",20.022499,333.848663,25.82
"1476",19.300714,326.102692,25.469999
"1477",19.791071,330.635681,25.48
"1478",19.246786,330.262085,25.209999
"1479",19.482143,329.096466,25
"1480",19.1975,323.786377,24.5
"1481",18.757143,321.788849,24.415001
"1482",19.311071,326.625732,24.485001
"1483",20.425358,333.504944,24.790001
"1484",20.151787,333.245911,24.975
"1485",20.256071,333.73407,25.275
"1486",20.567858,331.975677,25.424999
"1487",21.055357,328.852386,25.440001
"1488",20.616785,332.757751,25.094999
"1489",21.079287,342.605835,25.889999
"1490",20.956785,344.364227,25.709999
"1491",21.201786,349.808838,26.07
"1492",20.77857,346.202362,25.825001
"1493",20.318214,344.782684,26
"1494",18.890715,342.511169,25.75
"1495",19.764286,346.202362,26.715
"1496",18.75,341.415283,26.76
"1497",19.2775,343.71167,26.665001
"1498",19.563213,348.309448,26.735001
"1499",18.969643,356.623291,26.75
"1500",18.383928,348.279572,26.6
"1501",18.176071,351.432739,26.754999
"1502",18.75,356.962006,27.334999
"1503",18.981071,359.009338,27.200001
"1504",18.928572,360.279572,27.264999
"1505",18.3025,355.651917,26.525
"1506",18.583929,355.920929,26.684999
"1507",18.535713,352.712952,26.809999
"1508",18.340714,352.249695,26.545
"1509",18.224644,349.534851,26.49
"1510",18.233213,348.693024,26.205
"1511",19.779285,358.36676,27.295
"1512",19.567142,361.111481,27.535
"1513",19.1775,363.308228,27.764999
"1514",18.642857,366.351837,27.700001
"1515",18.900356,366.396667,27.790001
"1516",18.660713,364.767761,27.945
"1517",18.876785,370.028046,27.379999
"1518",18.607143,369.614594,27.555
"1519",17.952856,367.123932,27.545
"1520",17.796429,358.32193,27.315001
"1521",17.665714,359.851196,27.045
"1522",18.225357,357.514954,27.395
"1523",17.804285,353.853668,27.26
"1524",18.02,351.014313,27.535
"1525",18.171785,366.620819,27.440001
"1526",16.428572,369.236023,27.370001
"1527",16.131786,373.983215,28.34
"1528",15.636786,374.476379,28.42
"1529",16.375,371.980713,27.809999
"1530",16.321428,375.462677,27.879999
"1531",16.320715,373.853699,27.940001
"1532",16.396786,377.684357,28.285
"1533",16.211071,382.411621,28.174999
"1534",15.858929,379.14389,28.120001
"1535",16.3025,378.117737,27.950001
"1536",16.544643,383.412872,28.025
"1537",16.928572,388.608398,27.92
"1538",17.017857,387.746643,28.26
"1539",17.125357,389.415375,28
"1540",16.686071,388.608398,28.23
"1541",16.59,388.409149,27.764999
"1542",16.744642,392.229828,27.805
"1543",16.467857,396.508789,27.18
"1544",16.346071,401.146393,27.299999
"1545",15.928571,397.51004,26.535
"1546",16.044643,398.137695,26.85
"1547",16.208929,399.652008,27.200001
"1548",15.850714,396.015625,26.715
"1549",16.015356,395.916016,26.625
"1550",15.858929,399.05426,27.325001
"1551",15.642857,397.4104,27.315001
"1552",15.278571,401.146393,27.385
"1553",15.052857,412.917297,28
"1554",15.518214,418.944702,28.379999
"1555",15.160714,415.472717,28.549999
"1556",15.35,415.691895,29.334999
"1557",15.348214,414.292145,29.200001
"1558",15.557143,413.803955,29.225
"1559",15.301786,412.404205,29.165001
"1560",15.458214,411.950897,29.26
"1561",15.640357,407.721771,28.68
"1562",15.766071,400.996979,28.530001
"1563",16.410713,404.105316,28.254999
"1564",16.33643,406.889862,28.610001
"1565",16.079287,404.130219,28.65
"1566",16.235001,405.848785,28.65
"1567",16.596071,404.688141,28.764999
"1568",16.622856,405.231079,28.495001
"1569",16.302143,401.833832,28.43
"1570",16.065001,400.493866,28.465
"1571",15.782143,396.02063,28.565001
"1572",15.271429,400.767822,28.594999
"1573",15.406071,405.211182,29.200001
"1574",15.491429,400.623352,28.805
"1575",15.160714,391.562317,28.605
"1576",15.173214,387.92099,28.915001
"1577",15.227143,386.302032,28.98
"1578",15.289286,389.998199,28.82
"1579",15.49,394.959595,28.975
"1580",15.505357,394.516266,29.355
"1581",15.25,391.507538,29.33
"1582",15.056071,391.826324,28.969999
"1583",15.009643,391.906036,29.014999
"1584",14.463929,391.208649,29.18
"1585",13.856071,383.14389,28.790001
"1586",14.022857,398.805176,29.209999
"1587",14.428214,399.004425,29.42
"1588",14.055,402.546173,29.844999
"1589",14.686786,406.600952,30
"1590",14.636071,402.292114,29.65
"1591",15.016071,400.125244,30.174999
"1592",15.539286,407.970825,30.315001
"1593",15.873571,410.092865,30.275
"1594",15.777857,408.518768,30.219999
"1595",16.118214,416.917297,30.424999
"1596",16.275356,422.546204,31
"1597",16.606071,429.893646,31.264999
"1598",16.394285,426.899872,31.17
"1599",16.421785,433.794037,31.33
"1600",16.356071,436.020691,31.285
